strain,date,region,host,year,country,genotype,place_of_collection,author,accession
OP508650.1,1/19/2021,"LA,C",Alouatta sp.,2021,Brazil,SAmI,Brazil,"Giovanetti,M., Fonseca,V., Lourenco,J., Xavier,J., Adelino,T., Oliveira,C., Fritsch,H., Guimaraes,N., Zanluca,C., Ribeiro,A.C., Alcantara,L.C.J. and Nunes,C.D.",
OP508658.1,2/10/2021,"LA,C",Alouatta sp.,2021,Brazil,SAmI,Brazil,"Giovanetti,M., Fonseca,V., Lourenco,J., Xavier,J., Adelino,T., Oliveira,C., Fritsch,H., Guimaraes,N., Zanluca,C., Ribeiro,A.C., Alcantara,L.C.J. and Nunes,C.D.",
OP508654.1,2/10/2021,"LA,C",Alouatta sp.,2021,Brazil,SAmI,Brazil,"Giovanetti,M., Fonseca,V., Lourenco,J., Xavier,J., Adelino,T., Oliveira,C., Fritsch,H., Guimaraes,N., Zanluca,C., Ribeiro,A.C., Alcantara,L.C.J. and Nunes,C.D.",
OP508711.1,5/27/2021,"LA,C",Alouatta sp.,2021,Brazil,SAmI,Brazil,"Giovanetti,M., Fonseca,V., Lourenco,J., Xavier,J., Adelino,T., Oliveira,C., Fritsch,H., Guimaraes,N., Zanluca,C., Ribeiro,A.C., Alcantara,L.C.J. and Nunes,C.D.",
ON022564.1,2017-12-05 (2017-09-16 - 2018-08-07),"LA,C",Homo sapiens,2019,Brazil,SAmI,Brazil,"Hill,S.C., Dellicour,S., Claro,I.M., Sequeira,P., Adelino,T., Theze,J., Wu,C.-H., Rebello Moreira,F.R., Giovanetti,M., Li,S., de Jesus,J.G., Colon-Gonzalez,F., Chamberlain,H.R., Pannell,O., Tejedor-Garavito,N., Bruycker-Nogueira,F., Fabri,A.A., Xavier,J., Zarebski,A.E., Hamlet,A., Mureb Sallum,M.A., da Costa,A.C., Manuli,E., Levin,A.S., Mucci,L.F., Tubaki,R.M., Tironi de Menezes,R.M., Telles de Deus,J., Spinola,R., Saad,L., Kallas,E.G., Wint,G.W., Peixoto,P.S., de Souza Santo,A., Messina,J.P., Brady,O.J., Tatem,A., Suchard,M.A., Mendez-Rico,J., Abreu,A., Alcantara,L.C.J., Santana Aguiar,R., Pybus,O.G., Baele,G., Lemey,P., Iani,F., Cunha,M.S., Bispo de Filippis,A.M., Sabino,E.C. and Faria,N.R.",
ON022559.1,1/31/2019,"LA,C",Homo sapiens,2019,Brazil,SAmI,Brazil,"Hill,S.C., Dellicour,S., Claro,I.M., Sequeira,P., Adelino,T., Theze,J., Wu,C.-H., Rebello Moreira,F.R., Giovanetti,M., Li,S., de Jesus,J.G., Colon-Gonzalez,F., Chamberlain,H.R., Pannell,O., Tejedor-Garavito,N., Bruycker-Nogueira,F., Fabri,A.A., Xavier,J., Zarebski,A.E., Hamlet,A., Mureb Sallum,M.A., da Costa,A.C., Manuli,E., Levin,A.S., Mucci,L.F., Tubaki,R.M., Tironi de Menezes,R.M., Telles de Deus,J., Spinola,R., Saad,L., Kallas,E.G., Wint,G.W., Peixoto,P.S., de Souza Santo,A., Messina,J.P., Brady,O.J., Tatem,A., Suchard,M.A., Mendez-Rico,J., Abreu,A., Alcantara,L.C.J., Santana Aguiar,R., Pybus,O.G., Baele,G., Lemey,P., Iani,F., Cunha,M.S., Bispo de Filippis,A.M., Sabino,E.C. and Faria,N.R.",
OP508587.1,2/1/2019,"LA,C",Homo sapiens,2019,Brazil,SAmI,Brazil,"Giovanetti,M., Fonseca,V., Lourenco,J., Xavier,J., Adelino,T., Oliveira,C., Fritsch,H., Guimaraes,N., Zanluca,C., Ribeiro,A.C., Alcantara,L.C.J. and Nunes,C.D.",
OP508630.1,3/9/2020,"LA,C",Alouatta sp.,2020,Brazil,SAmI,Brazil,"Giovanetti,M., Fonseca,V., Lourenco,J., Xavier,J., Adelino,T., Oliveira,C., Fritsch,H., Guimaraes,N., Zanluca,C., Ribeiro,A.C., Alcantara,L.C.J. and Nunes,C.D.",
OP508608.1,1/9/2020,"LA,C",Alouatta sp.,2020,Brazil,SAmI,Brazil,"Giovanetti,M., Fonseca,V., Lourenco,J., Xavier,J., Adelino,T., Oliveira,C., Fritsch,H., Guimaraes,N., Zanluca,C., Ribeiro,A.C., Alcantara,L.C.J. and Nunes,C.D.",
OP508602.1,11/28/2019,"LA,C",Alouatta sp.,2019,Brazil,SAmI,Brazil,"Giovanetti,M., Fonseca,V., Lourenco,J., Xavier,J., Adelino,T., Oliveira,C., Fritsch,H., Guimaraes,N., Zanluca,C., Ribeiro,A.C., Alcantara,L.C.J. and Nunes,C.D.",
OP508716.1,5/3/2021,"LA,C",Alouatta sp.,2021,Brazil,SAmI,Brazil,"Giovanetti,M., Fonseca,V., Lourenco,J., Xavier,J., Adelino,T., Oliveira,C., Fritsch,H., Guimaraes,N., Zanluca,C., Ribeiro,A.C., Alcantara,L.C.J. and Nunes,C.D.",
OP508676.1,3/1/2019,"LA,C",Alouatta sp.,2019,Brazil,SAmI,Brazil,"Giovanetti,M., Fonseca,V., Lourenco,J., Xavier,J., Adelino,T., Oliveira,C., Fritsch,H., Guimaraes,N., Zanluca,C., Ribeiro,A.C., Alcantara,L.C.J. and Nunes,C.D.",
OP508605.1,12/3/2019,"LA,C",Alouatta sp.,2019,Brazil,SAmI,Brazil,"Giovanetti,M., Fonseca,V., Lourenco,J., Xavier,J., Adelino,T., Oliveira,C., Fritsch,H., Guimaraes,N., Zanluca,C., Ribeiro,A.C., Alcantara,L.C.J. and Nunes,C.D.",
OP508701.1,2/8/2021,"LA,C",Alouatta sp.,2021,Brazil,SAmI,Brazil,"Giovanetti,M., Fonseca,V., Lourenco,J., Xavier,J., Adelino,T., Oliveira,C., Fritsch,H., Guimaraes,N., Zanluca,C., Ribeiro,A.C., Alcantara,L.C.J. and Nunes,C.D.",
OP508707.1,2/11/2021,"LA,C",Alouatta sp.,2021,Brazil,SAmI,Brazil,"Giovanetti,M., Fonseca,V., Lourenco,J., Xavier,J., Adelino,T., Oliveira,C., Fritsch,H., Guimaraes,N., Zanluca,C., Ribeiro,A.C., Alcantara,L.C.J. and Nunes,C.D.",
OP508619.1,2/3/2020,"LA,C",Alouatta sp.,2020,Brazil,SAmI,Brazil,"Giovanetti,M., Fonseca,V., Lourenco,J., Xavier,J., Adelino,T., Oliveira,C., Fritsch,H., Guimaraes,N., Zanluca,C., Ribeiro,A.C., Alcantara,L.C.J. and Nunes,C.D.",
OP508670.1,4/11/2021,"LA,C",Alouatta sp.,2021,Brazil,SAmI,Brazil,"Giovanetti,M., Fonseca,V., Lourenco,J., Xavier,J., Adelino,T., Oliveira,C., Fritsch,H., Guimaraes,N., Zanluca,C., Ribeiro,A.C., Alcantara,L.C.J. and Nunes,C.D.",
OP508710.1,4/26/2021,"LA,C",Alouatta sp.,2021,Brazil,SAmI,Brazil,"Giovanetti,M., Fonseca,V., Lourenco,J., Xavier,J., Adelino,T., Oliveira,C., Fritsch,H., Guimaraes,N., Zanluca,C., Ribeiro,A.C., Alcantara,L.C.J. and Nunes,C.D.",
OP508709.1,3/11/2021,"LA,C",Alouatta sp.,2021,Brazil,SAmI,Brazil,"Giovanetti,M., Fonseca,V., Lourenco,J., Xavier,J., Adelino,T., Oliveira,C., Fritsch,H., Guimaraes,N., Zanluca,C., Ribeiro,A.C., Alcantara,L.C.J. and Nunes,C.D.",
OP508697.1,3/2/2021,"LA,C",Alouatta sp.,2021,Brazil,SAmI,Brazil,"Giovanetti,M., Fonseca,V., Lourenco,J., Xavier,J., Adelino,T., Oliveira,C., Fritsch,H., Guimaraes,N., Zanluca,C., Ribeiro,A.C., Alcantara,L.C.J. and Nunes,C.D.",
OP508693.1,5/11/2021,"LA,C",Alouatta sp.,2021,Brazil,SAmI,Brazil,"Giovanetti,M., Fonseca,V., Lourenco,J., Xavier,J., Adelino,T., Oliveira,C., Fritsch,H., Guimaraes,N., Zanluca,C., Ribeiro,A.C., Alcantara,L.C.J. and Nunes,C.D.",
OP508683.1,2/3/2021,"LA,C",Alouatta sp.,2021,Brazil,SAmI,Brazil,"Giovanetti,M., Fonseca,V., Lourenco,J., Xavier,J., Adelino,T., Oliveira,C., Fritsch,H., Guimaraes,N., Zanluca,C., Ribeiro,A.C., Alcantara,L.C.J. and Nunes,C.D.",
OP508689.1,2/5/2021,"LA,C",Alouatta sp.,2021,Brazil,SAmI,Brazil,"Giovanetti,M., Fonseca,V., Lourenco,J., Xavier,J., Adelino,T., Oliveira,C., Fritsch,H., Guimaraes,N., Zanluca,C., Ribeiro,A.C., Alcantara,L.C.J. and Nunes,C.D.",
OP508679.1,3/22/2021,"LA,C",Alouatta sp.,2021,Brazil,SAmI,Brazil,"Giovanetti,M., Fonseca,V., Lourenco,J., Xavier,J., Adelino,T., Oliveira,C., Fritsch,H., Guimaraes,N., Zanluca,C., Ribeiro,A.C., Alcantara,L.C.J. and Nunes,C.D.",
OP508622.1,2/7/2020,"LA,C",Alouatta sp.,2020,Brazil,SAmI,Brazil,"Giovanetti,M., Fonseca,V., Lourenco,J., Xavier,J., Adelino,T., Oliveira,C., Fritsch,H., Guimaraes,N., Zanluca,C., Ribeiro,A.C., Alcantara,L.C.J. and Nunes,C.D.",
OP508601.1,11/26/2019,"LA,C",Alouatta sp.,2019,Brazil,SAmI,Brazil,"Giovanetti,M., Fonseca,V., Lourenco,J., Xavier,J., Adelino,T., Oliveira,C., Fritsch,H., Guimaraes,N., Zanluca,C., Ribeiro,A.C., Alcantara,L.C.J. and Nunes,C.D.",
OP508628.1,2/24/2020,"LA,C",Alouatta sp.,2020,Brazil,SAmI,Brazil,"Giovanetti,M., Fonseca,V., Lourenco,J., Xavier,J., Adelino,T., Oliveira,C., Fritsch,H., Guimaraes,N., Zanluca,C., Ribeiro,A.C., Alcantara,L.C.J. and Nunes,C.D.",
OP508687.1,4/28/2021,"LA,C",Alouatta sp.,2021,Brazil,SAmI,Brazil,"Giovanetti,M., Fonseca,V., Lourenco,J., Xavier,J., Adelino,T., Oliveira,C., Fritsch,H., Guimaraes,N., Zanluca,C., Ribeiro,A.C., Alcantara,L.C.J. and Nunes,C.D.",
OP508696.1,1/6/2020,"LA,C",Alouatta sp.,2020,Brazil,SAmI,Brazil,"Giovanetti,M., Fonseca,V., Lourenco,J., Xavier,J., Adelino,T., Oliveira,C., Fritsch,H., Guimaraes,N., Zanluca,C., Ribeiro,A.C., Alcantara,L.C.J. and Nunes,C.D.",
OP508681.1,4/22/2020,"LA,C",Alouatta sp.,2020,Brazil,SAmI,Brazil,"Giovanetti,M., Fonseca,V., Lourenco,J., Xavier,J., Adelino,T., Oliveira,C., Fritsch,H., Guimaraes,N., Zanluca,C., Ribeiro,A.C., Alcantara,L.C.J. and Nunes,C.D.",
OP508643.1,11/13/2020,"LA,C",Alouatta sp.,2020,Brazil,SAmI,Brazil,"Giovanetti,M., Fonseca,V., Lourenco,J., Xavier,J., Adelino,T., Oliveira,C., Fritsch,H., Guimaraes,N., Zanluca,C., Ribeiro,A.C., Alcantara,L.C.J. and Nunes,C.D.",
MZ712142.1,2/3/2021,"LA,C",Alouatta guariba clamitans,2021,Brazil,SAmI,Brazil,"Andrade,M.S., Campos,F.S., Campos,A.A.S., Abreu,F.V.S., Melo,F.L., Seva,A.D.P., Cardoso,J.D.C., Dos Santos,E., Born,L.C., Silva,C.M.D.D., Muller,N.F.D., Oliveira,C.H., Silva,A.J.J.D., Simonini-Teixeira,D., Bernal-Valle,S., Mares-Guia,M.A.M.M., Albuquerque,G.R., Romano,A.P.M., Franco,A.C., Ribeiro,B.M., Roehe,P.M. and Almeida,M.A.B.",
MZ712141.1,2/3/2021,"LA,C",Alouatta guariba clamitans,2021,Brazil,SAmI,Brazil,"Andrade,M.S., Campos,F.S., Campos,A.A.S., Abreu,F.V.S., Melo,F.L., Seva,A.D.P., Cardoso,J.D.C., Dos Santos,E., Born,L.C., Silva,C.M.D.D., Muller,N.F.D., Oliveira,C.H., Silva,A.J.J.D., Simonini-Teixeira,D., Bernal-Valle,S., Mares-Guia,M.A.M.M., Albuquerque,G.R., Romano,A.P.M., Franco,A.C., Ribeiro,B.M., Roehe,P.M. and Almeida,M.A.B.",
OP508665.1,3/8/2021,"LA,C",Alouatta sp.,2021,Brazil,SAmI,Brazil,"Giovanetti,M., Fonseca,V., Lourenco,J., Xavier,J., Adelino,T., Oliveira,C., Fritsch,H., Guimaraes,N., Zanluca,C., Ribeiro,A.C., Alcantara,L.C.J. and Nunes,C.D.",
MZ712136.1,2/8/2021,"LA,C",Alouatta guariba clamitans,2021,Brazil,SAmI,Brazil,"Andrade,M.S., Campos,F.S., Campos,A.A.S., Abreu,F.V.S., Melo,F.L., Seva,A.D.P., Cardoso,J.D.C., Dos Santos,E., Born,L.C., Silva,C.M.D.D., Muller,N.F.D., Oliveira,C.H., Silva,A.J.J.D., Simonini-Teixeira,D., Bernal-Valle,S., Mares-Guia,M.A.M.M., Albuquerque,G.R., Romano,A.P.M., Franco,A.C., Ribeiro,B.M., Roehe,P.M. and Almeida,M.A.B.",
MZ712135.1,3/8/2021,"LA,C",Alouatta guariba clamitans,2021,Brazil,SAmI,Brazil,"Andrade,M.S., Campos,F.S., Campos,A.A.S., Abreu,F.V.S., Melo,F.L., Seva,A.D.P., Cardoso,J.D.C., Dos Santos,E., Born,L.C., Silva,C.M.D.D., Muller,N.F.D., Oliveira,C.H., Silva,A.J.J.D., Simonini-Teixeira,D., Bernal-Valle,S., Mares-Guia,M.A.M.M., Albuquerque,G.R., Romano,A.P.M., Franco,A.C., Ribeiro,B.M., Roehe,P.M. and Almeida,M.A.B.",
OP508632.1,2/27/2020,"LA,C",Alouatta sp.,2020,Brazil,SAmI,Brazil,"Giovanetti,M., Fonseca,V., Lourenco,J., Xavier,J., Adelino,T., Oliveira,C., Fritsch,H., Guimaraes,N., Zanluca,C., Ribeiro,A.C., Alcantara,L.C.J. and Nunes,C.D.",
OP508662.1,2/18/2021,"LA,C",Alouatta sp.,2021,Brazil,SAmI,Brazil,"Giovanetti,M., Fonseca,V., Lourenco,J., Xavier,J., Adelino,T., Oliveira,C., Fritsch,H., Guimaraes,N., Zanluca,C., Ribeiro,A.C., Alcantara,L.C.J. and Nunes,C.D.",
OP508604.1,12/5/2019,"LA,C",Alouatta sp.,2019,Brazil,SAmI,Brazil,"Giovanetti,M., Fonseca,V., Lourenco,J., Xavier,J., Adelino,T., Oliveira,C., Fritsch,H., Guimaraes,N., Zanluca,C., Ribeiro,A.C., Alcantara,L.C.J. and Nunes,C.D.",
OP508614.1,3/30/2019,"LA,C",Alouatta sp.,2019,Brazil,SAmI,Brazil,"Giovanetti,M., Fonseca,V., Lourenco,J., Xavier,J., Adelino,T., Oliveira,C., Fritsch,H., Guimaraes,N., Zanluca,C., Ribeiro,A.C., Alcantara,L.C.J. and Nunes,C.D.",
OP508607.1,1/12/2020,"LA,C",Alouatta sp.,2020,Brazil,SAmI,Brazil,"Giovanetti,M., Fonseca,V., Lourenco,J., Xavier,J., Adelino,T., Oliveira,C., Fritsch,H., Guimaraes,N., Zanluca,C., Ribeiro,A.C., Alcantara,L.C.J. and Nunes,C.D.",
OP508669.1,3/12/2021,"LA,C",Alouatta sp.,2021,Brazil,SAmI,Brazil,"Giovanetti,M., Fonseca,V., Lourenco,J., Xavier,J., Adelino,T., Oliveira,C., Fritsch,H., Guimaraes,N., Zanluca,C., Ribeiro,A.C., Alcantara,L.C.J. and Nunes,C.D.",
OP508618.1,1/30/2020,"LA,C",Alouatta sp.,2020,Brazil,SAmI,Brazil,"Giovanetti,M., Fonseca,V., Lourenco,J., Xavier,J., Adelino,T., Oliveira,C., Fritsch,H., Guimaraes,N., Zanluca,C., Ribeiro,A.C., Alcantara,L.C.J. and Nunes,C.D.",
OP508603.1,12/4/2019,"LA,C",Alouatta sp.,2019,Brazil,SAmI,Brazil,"Giovanetti,M., Fonseca,V., Lourenco,J., Xavier,J., Adelino,T., Oliveira,C., Fritsch,H., Guimaraes,N., Zanluca,C., Ribeiro,A.C., Alcantara,L.C.J. and Nunes,C.D.",
OP508599.1,11/13/2019,"LA,C",Alouatta sp.,2019,Brazil,SAmI,Brazil,"Giovanetti,M., Fonseca,V., Lourenco,J., Xavier,J., Adelino,T., Oliveira,C., Fritsch,H., Guimaraes,N., Zanluca,C., Ribeiro,A.C., Alcantara,L.C.J. and Nunes,C.D.",
OP508642.1,11/4/2020,"LA,C",Alouatta sp.,2020,Brazil,SAmI,Brazil,"Giovanetti,M., Fonseca,V., Lourenco,J., Xavier,J., Adelino,T., Oliveira,C., Fritsch,H., Guimaraes,N., Zanluca,C., Ribeiro,A.C., Alcantara,L.C.J. and Nunes,C.D.",
OP508663.1,2/22/2021,"LA,C",Alouatta sp.,2021,Brazil,SAmI,Brazil,"Giovanetti,M., Fonseca,V., Lourenco,J., Xavier,J., Adelino,T., Oliveira,C., Fritsch,H., Guimaraes,N., Zanluca,C., Ribeiro,A.C., Alcantara,L.C.J. and Nunes,C.D.",
OP508610.1,1/20/2020,"LA,C",Alouatta sp.,2020,Brazil,SAmI,Brazil,"Giovanetti,M., Fonseca,V., Lourenco,J., Xavier,J., Adelino,T., Oliveira,C., Fritsch,H., Guimaraes,N., Zanluca,C., Ribeiro,A.C., Alcantara,L.C.J. and Nunes,C.D.",
OP508705.1,3/12/2021,"LA,C",Alouatta sp.,2021,Brazil,SAmI,Brazil,"Giovanetti,M., Fonseca,V., Lourenco,J., Xavier,J., Adelino,T., Oliveira,C., Fritsch,H., Guimaraes,N., Zanluca,C., Ribeiro,A.C., Alcantara,L.C.J. and Nunes,C.D.",
OP508638.1,6/18/2020,"LA,C",Alouatta sp.,2020,Brazil,SAmI,Brazil,"Giovanetti,M., Fonseca,V., Lourenco,J., Xavier,J., Adelino,T., Oliveira,C., Fritsch,H., Guimaraes,N., Zanluca,C., Ribeiro,A.C., Alcantara,L.C.J. and Nunes,C.D.",
OP508606.1,1/4/2020,"LA,C",Alouatta guariba clamitans,2020,Brazil,SAmI,Brazil,"Giovanetti,M., Fonseca,V., Lourenco,J., Xavier,J., Adelino,T., Oliveira,C., Fritsch,H., Guimaraes,N., Zanluca,C., Ribeiro,A.C., Alcantara,L.C.J. and Nunes,C.D.",
OP508613.1,1/16/2020,"LA,C",Alouatta guariba clamitans,2020,Brazil,SAmI,Brazil,"Giovanetti,M., Fonseca,V., Lourenco,J., Xavier,J., Adelino,T., Oliveira,C., Fritsch,H., Guimaraes,N., Zanluca,C., Ribeiro,A.C., Alcantara,L.C.J. and Nunes,C.D.",
OP508648.1,11/19/2020,"LA,C",Alouatta sp.,2020,Brazil,SAmI,Brazil,"Giovanetti,M., Fonseca,V., Lourenco,J., Xavier,J., Adelino,T., Oliveira,C., Fritsch,H., Guimaraes,N., Zanluca,C., Ribeiro,A.C., Alcantara,L.C.J. and Nunes,C.D.",
OP508620.1,1/20/2020,"LA,C",Alouatta sp.,2020,Brazil,SAmI,Brazil,"Giovanetti,M., Fonseca,V., Lourenco,J., Xavier,J., Adelino,T., Oliveira,C., Fritsch,H., Guimaraes,N., Zanluca,C., Ribeiro,A.C., Alcantara,L.C.J. and Nunes,C.D.",
OP508645.1,11/18/2020,"LA,C",Alouatta sp.,2020,Brazil,SAmI,Brazil,"Giovanetti,M., Fonseca,V., Lourenco,J., Xavier,J., Adelino,T., Oliveira,C., Fritsch,H., Guimaraes,N., Zanluca,C., Ribeiro,A.C., Alcantara,L.C.J. and Nunes,C.D.",
OP508636.1,2/28/2020,"LA,C",Alouatta sp.,2020,Brazil,SAmI,Brazil,"Giovanetti,M., Fonseca,V., Lourenco,J., Xavier,J., Adelino,T., Oliveira,C., Fritsch,H., Guimaraes,N., Zanluca,C., Ribeiro,A.C., Alcantara,L.C.J. and Nunes,C.D.",
OP508631.1,1/29/2020,"LA,C",non-human primate (NHP),2020,Brazil,SAmI,Brazil,"Giovanetti,M., Fonseca,V., Lourenco,J., Xavier,J., Adelino,T., Oliveira,C., Fritsch,H., Guimaraes,N., Zanluca,C., Ribeiro,A.C., Alcantara,L.C.J. and Nunes,C.D.",
OP508617.1,1/23/2020,"LA,C",Alouatta sp.,2020,Brazil,SAmI,Brazil,"Giovanetti,M., Fonseca,V., Lourenco,J., Xavier,J., Adelino,T., Oliveira,C., Fritsch,H., Guimaraes,N., Zanluca,C., Ribeiro,A.C., Alcantara,L.C.J. and Nunes,C.D.",
OP508600.1,11/21/2019,"LA,C",Alouatta sp.,2019,Brazil,SAmI,Brazil,"Giovanetti,M., Fonseca,V., Lourenco,J., Xavier,J., Adelino,T., Oliveira,C., Fritsch,H., Guimaraes,N., Zanluca,C., Ribeiro,A.C., Alcantara,L.C.J. and Nunes,C.D.",
OP508635.1,4/9/2020,"LA,C",Alouatta sp.,2020,Brazil,SAmI,Brazil,"Giovanetti,M., Fonseca,V., Lourenco,J., Xavier,J., Adelino,T., Oliveira,C., Fritsch,H., Guimaraes,N., Zanluca,C., Ribeiro,A.C., Alcantara,L.C.J. and Nunes,C.D.",
OP508629.1,2/19/2020,"LA,C",Alouatta sp.,2020,Brazil,SAmI,Brazil,"Giovanetti,M., Fonseca,V., Lourenco,J., Xavier,J., Adelino,T., Oliveira,C., Fritsch,H., Guimaraes,N., Zanluca,C., Ribeiro,A.C., Alcantara,L.C.J. and Nunes,C.D.",
OP508626.1,2/24/2020,"LA,C",Alouatta sp.,2020,Brazil,SAmI,Brazil,"Giovanetti,M., Fonseca,V., Lourenco,J., Xavier,J., Adelino,T., Oliveira,C., Fritsch,H., Guimaraes,N., Zanluca,C., Ribeiro,A.C., Alcantara,L.C.J. and Nunes,C.D.",
OP508637.1,5/4/2020,"LA,C",Alouatta guariba clamitans,2020,Brazil,SAmI,Brazil,"Giovanetti,M., Fonseca,V., Lourenco,J., Xavier,J., Adelino,T., Oliveira,C., Fritsch,H., Guimaraes,N., Zanluca,C., Ribeiro,A.C., Alcantara,L.C.J. and Nunes,C.D.",
OP508623.1,2/12/2020,"LA,C",Alouatta sp.,2020,Brazil,SAmI,Brazil,"Giovanetti,M., Fonseca,V., Lourenco,J., Xavier,J., Adelino,T., Oliveira,C., Fritsch,H., Guimaraes,N., Zanluca,C., Ribeiro,A.C., Alcantara,L.C.J. and Nunes,C.D.",
OP508612.1,1/20/2020,"LA,C",Alouatta sp.,2020,Brazil,SAmI,Brazil,"Giovanetti,M., Fonseca,V., Lourenco,J., Xavier,J., Adelino,T., Oliveira,C., Fritsch,H., Guimaraes,N., Zanluca,C., Ribeiro,A.C., Alcantara,L.C.J. and Nunes,C.D.",
OP508633.1,3/9/2020,"LA,C",Alouatta sp.,2020,Brazil,SAmI,Brazil,"Giovanetti,M., Fonseca,V., Lourenco,J., Xavier,J., Adelino,T., Oliveira,C., Fritsch,H., Guimaraes,N., Zanluca,C., Ribeiro,A.C., Alcantara,L.C.J. and Nunes,C.D.",
MZ712139.1,2/20/2021,"LA,C",Alouatta guariba clamitans,2021,Brazil,SAmI,Brazil,"Andrade,M.S., Campos,F.S., Campos,A.A.S., Abreu,F.V.S., Melo,F.L., Seva,A.D.P., Cardoso,J.D.C., Dos Santos,E., Born,L.C., Silva,C.M.D.D., Muller,N.F.D., Oliveira,C.H., Silva,A.J.J.D., Simonini-Teixeira,D., Bernal-Valle,S., Mares-Guia,M.A.M.M., Albuquerque,G.R., Romano,A.P.M., Franco,A.C., Ribeiro,B.M., Roehe,P.M. and Almeida,M.A.B.",
OP508700.1,1/20/2020,"LA,C",Alouatta guariba clamitans,2020,Brazil,SAmI,Brazil,"Giovanetti,M., Fonseca,V., Lourenco,J., Xavier,J., Adelino,T., Oliveira,C., Fritsch,H., Guimaraes,N., Zanluca,C., Ribeiro,A.C., Alcantara,L.C.J. and Nunes,C.D.",
OP508692.1,5/1/2021,"LA,C",Alouatta sp.,2021,Brazil,SAmI,Brazil,"Giovanetti,M., Fonseca,V., Lourenco,J., Xavier,J., Adelino,T., Oliveira,C., Fritsch,H., Guimaraes,N., Zanluca,C., Ribeiro,A.C., Alcantara,L.C.J. and Nunes,C.D.",
OP508678.1,4/28/2021,"LA,C",Alouatta sp.,2021,Brazil,SAmI,Brazil,"Giovanetti,M., Fonseca,V., Lourenco,J., Xavier,J., Adelino,T., Oliveira,C., Fritsch,H., Guimaraes,N., Zanluca,C., Ribeiro,A.C., Alcantara,L.C.J. and Nunes,C.D.",
OP508682.1,3/20/2019,"LA,C",Alouatta sp.,2019,Brazil,SAmI,Brazil,"Giovanetti,M., Fonseca,V., Lourenco,J., Xavier,J., Adelino,T., Oliveira,C., Fritsch,H., Guimaraes,N., Zanluca,C., Ribeiro,A.C., Alcantara,L.C.J. and Nunes,C.D.",
OP508644.1,11/18/2020,"LA,C",Alouatta sp.,2020,Brazil,SAmI,Brazil,"Giovanetti,M., Fonseca,V., Lourenco,J., Xavier,J., Adelino,T., Oliveira,C., Fritsch,H., Guimaraes,N., Zanluca,C., Ribeiro,A.C., Alcantara,L.C.J. and Nunes,C.D.",
OP508674.1,4/16/2021,"LA,C",Alouatta sp.,2021,Brazil,SAmI,Brazil,"Giovanetti,M., Fonseca,V., Lourenco,J., Xavier,J., Adelino,T., Oliveira,C., Fritsch,H., Guimaraes,N., Zanluca,C., Ribeiro,A.C., Alcantara,L.C.J. and Nunes,C.D.",
OP508657.1,2/11/2021,"LA,C",Alouatta sp.,2021,Brazil,SAmI,Brazil,"Giovanetti,M., Fonseca,V., Lourenco,J., Xavier,J., Adelino,T., Oliveira,C., Fritsch,H., Guimaraes,N., Zanluca,C., Ribeiro,A.C., Alcantara,L.C.J. and Nunes,C.D.",
OP508664.1,2/27/2021,"LA,C",Alouatta sp.,2021,Brazil,SAmI,Brazil,"Giovanetti,M., Fonseca,V., Lourenco,J., Xavier,J., Adelino,T., Oliveira,C., Fritsch,H., Guimaraes,N., Zanluca,C., Ribeiro,A.C., Alcantara,L.C.J. and Nunes,C.D.",
OP508659.1,2/16/2021,"LA,C",Alouatta sp.,2021,Brazil,SAmI,Brazil,"Giovanetti,M., Fonseca,V., Lourenco,J., Xavier,J., Adelino,T., Oliveira,C., Fritsch,H., Guimaraes,N., Zanluca,C., Ribeiro,A.C., Alcantara,L.C.J. and Nunes,C.D.",
OP508684.1,2/15/2021,"LA,C",Alouatta sp.,2021,Brazil,SAmI,Brazil,"Giovanetti,M., Fonseca,V., Lourenco,J., Xavier,J., Adelino,T., Oliveira,C., Fritsch,H., Guimaraes,N., Zanluca,C., Ribeiro,A.C., Alcantara,L.C.J. and Nunes,C.D.",
OP508698.1,5/2/2021,"LA,C",Alouatta sp.,2021,Brazil,SAmI,Brazil,"Giovanetti,M., Fonseca,V., Lourenco,J., Xavier,J., Adelino,T., Oliveira,C., Fritsch,H., Guimaraes,N., Zanluca,C., Ribeiro,A.C., Alcantara,L.C.J. and Nunes,C.D.",
OP508621.1,1/31/2020,"LA,C",Alouatta sp.,2020,Brazil,SAmI,Brazil,"Giovanetti,M., Fonseca,V., Lourenco,J., Xavier,J., Adelino,T., Oliveira,C., Fritsch,H., Guimaraes,N., Zanluca,C., Ribeiro,A.C., Alcantara,L.C.J. and Nunes,C.D.",
OP508713.1,2/13/2021,"LA,C",Alouatta sp.,2021,Brazil,SAmI,Brazil,"Giovanetti,M., Fonseca,V., Lourenco,J., Xavier,J., Adelino,T., Oliveira,C., Fritsch,H., Guimaraes,N., Zanluca,C., Ribeiro,A.C., Alcantara,L.C.J. and Nunes,C.D.",
OP508646.1,11/19/2020,"LA,C",Alouatta sp.,2020,Brazil,SAmI,Brazil,"Giovanetti,M., Fonseca,V., Lourenco,J., Xavier,J., Adelino,T., Oliveira,C., Fritsch,H., Guimaraes,N., Zanluca,C., Ribeiro,A.C., Alcantara,L.C.J. and Nunes,C.D.",
